gene_symbol,entrez_id,probe_name
LYSMD4,145748,CUST_2262_PI416261804
LYSMD4,145748,A_23_P117734
FAM81A,145773,A_23_P3295
FAM81A,145773,A_23_P423482
C15orf65,145788,A_24_P325146
C15orf32,145858,CUST_7413_PI416261804
C15orf32,145858,A_23_P372356
HAPLN3,145864,CUST_960_PI416261804
HAPLN3,145864,A_23_P14754
TMCO5A,145942,CUST_5795_PI416261804
TMCO5A,145942,A_23_P65857
SPATA8,145946,CUST_11338_PI416261804
SPATA8,145946,A_32_P217390
NRG4,145957,CUST_5074_PI416261804
NRG4,145957,A_23_P334727
ZSCAN29,146050,A_24_P942730
ZSCAN29,146050,A_23_P100092
TTBK2,146057,A_23_P206169
TTBK2,146057,A_24_P224342
CDAN1,146059,CUST_11007_PI416261804
CDAN1,146059,A_23_P349127
OTOA,146183,A_32_P52519
OTOA,146183,CUST_1920_PI416261804
CMTM2,146225,CUST_2099_PI416261804
TEKT5,146279,CUST_2214_PI416261804
TEKT5,146279,A_32_P130309
PRR35,146325,CUST_8797_PI416261804
PRR35,146325,A_32_P78936
FBXL16,146330,CUST_4842_PI416261804
FBXL16,146330,A_23_P406385
GSG1L,146395,A_32_P58872
GSG1L,146395,A_23_P368251
IL34,146433,CUST_5698_PI416261804
IL34,146433,A_23_P100386
ZNF597,146434,A_24_P378402
ZNF597,146434,A_23_P3753
TMED6,146456,CUST_986_PI416261804
TMED6,146456,A_23_P26570
ZNF785,146540,CUST_7343_PI416261804
ZNF785,146540,A_24_P944063
ZNF688,146542,CUST_4656_PI416261804
PRSS36,146547,CUST_6129_PI416261804
PRSS36,146547,A_24_P412734
C16orf71,146562,CUST_255_PI416261804
C16orf71,146562,A_23_P414281
TEPSIN,146705,CUST_21_PI416261804
TEPSIN,146705,A_23_P301340
CD300LF,146722,A_24_P279307
CD300LF,146722,A_23_P55020
C17orf77,146723,CUST_6085_PI416261804
C17orf77,146723,A_23_P411235
C17orf77,146723,CUST_8186_PI416261804
RTN4RL1,146760,A_23_P66481
RTN4RL1,146760,A_23_P432056
SLC47A2,146802,CUST_1815_PI416261804
SLC47A2,146802,CUST_1286_PI416261804
SLC47A2,146802,A_23_P77908
ODF4,146852,CUST_15364_PI416261804
ODF4,146852,A_23_P421526
C17orf50,146853,CUST_5241_PI416261804
C17orf50,146853,A_23_P402924
SLFN13,146857,A_23_P332413
SLFN13,146857,A_23_P301105
SLC35G3,146861,CUST_1615_PI416261804
SLC35G3,146861,A_23_P389532
ARHGAP27P1,146880,A_23_P392476
CD300LG,146894,A_23_P38304
CD300LG,146894,A_24_P305050
RUNDC1,146923,A_23_P129996
RUNDC1,146923,A_24_P395621
EME1,146956,A_23_P368225
EME1,146956,A_24_P181585
TMEM199,147007,A_24_P56884
TMEM199,147007,A_23_P27048
PROCA1,147011,CUST_14858_PI416261804
PROCA1,147011,A_23_P427148
DHRS13,147015,A_24_P322215
DHRS13,147015,A_23_P66719
KCTD11,147040,CUST_4756_PI416261804
KCTD11,147040,A_23_P354027
NOTUM,147111,CUST_6152_PI416261804
NOTUM,147111,A_23_P101007
TMC8,147138,A_23_P346093
TMC8,147138,A_24_P400573
TMC8,147138,A_23_P411246
WIPF2,147179,A_23_P136325
WIPF2,147179,A_23_P366455
KRT25,147183,CUST_13662_PI416261804
KRT25,147183,A_23_P15786
TMEM99,147184,CUST_5248_PI416261804
TMEM99,147184,A_32_P32835
SCGB1C1,147199,CUST_7396_PI416261804
SCGB1C1,147199,CUST_4136_PI416261804
SCGB1C1,147199,CUST_4155_PI416261804
STARD6,147323,CUST_4838_PI416261804
STARD6,147323,A_23_P378427
RNF165,494470,CUST_702_PI416573500
RNF165,494470,CUST_727_PI416379584
CCBE1,147372,CUST_16579_PI416261804
CCBE1,147372,A_23_P55544
CBLN2,147381,CUST_11207_PI416261804
CBLN2,147381,CUST_145_PI416408490
CBLN2,147381,A_23_P15889
DSG4,147409,CUST_6623_PI416261804
VENTXP1,139538,CUST_12696_PI416261804
VENTXP1,139538,A_24_P254762
OTUD6A,139562,CUST_5482_PI416261804
OTUD6A,139562,A_24_P42389
UPRT,139596,A_23_P159865
UPRT,139596,A_24_P185986
MAGEE2,139599,CUST_11876_PI416261804
MAGEE2,139599,A_23_P11256
FOXR2,139628,CUST_864_PI416573500
FOXR2,139628,CUST_893_PI416379584
ACTRT1,139741,CUST_14152_PI416261804
ACTRT1,139741,A_23_P147311
GPR119,139760,CUST_4919_PI416261804
GPR119,139760,A_23_P21425
DOCK11,139818,A_24_P76158
DOCK11,139818,A_23_P148584
KRTAP13-1,140258,CUST_5393_PI416261804
KRTAP13-1,140258,A_24_P383019
ANKRD29,147463,CUST_338_PI416261804
ANKRD29,147463,A_23_P412577
APCDD1,147495,A_23_P337262
VSIG10L,147645,CUST_1380_PI416573500
ZNF480,147657,CUST_11856_PI416261804
ZNF480,147657,A_23_P381332
C19orf18,147685,CUST_1400_PI416261804
C19orf18,147685,A_23_P303803
ZNF418,147686,CUST_5963_PI416261804
ZNF418,147686,A_23_P27424
ZNF417,147687,A_24_P373726
ZNF417,147687,A_23_P404595
ZNF548,147694,A_23_P4634
ZNF548,147694,A_23_P4640
ZNF548,147694,CUST_316_PI417507815
LYPD4,147719,CUST_639_PI416261804
LYPD4,147719,A_23_P311780
ZNF560,147741,CUST_1971_PI416261804
ZNF560,147741,A_23_P368773
TMEM190,147744,CUST_581_PI416261804
TMEM190,147744,A_23_P107775
HIPK4,147746,CUST_7808_PI416261804
HIPK4,147746,A_23_P329945
TMC4,147798,CUST_11377_PI416261804
TMC4,147798,A_23_P330461
ZNF524,147807,A_23_P376735
ZNF524,147807,CUST_16_PI416383280
ZNF784,147808,A_24_P221424
ZNF784,147808,CUST_170_PI416573500
ZNF784,147808,CUST_175_PI416379584
ZNF563,147837,A_23_P107881
ZNF563,147837,CUST_60_PI417507815
SPC24,147841,CUST_131_PI416573500
SPC24,147841,CUST_135_PI416379584
CCDC155,147872,CUST_9356_PI416261804
CCDC155,147872,A_23_P431284
DACT3,147906,A_24_P33014
DACT3,147906,A_23_P360964
ZNF420,147923,CUST_2042_PI416261804
ZNF420,147923,A_23_P380951
NLRP4,147945,CUST_12698_PI416261804
NLRP4,147945,A_23_P164966
ZNF582,147948,CUST_1016_PI416261804
ZNF582,147948,A_23_P395464
FAM98C,147965,A_24_P412943
FAM98C,147965,A_23_P369983
CAPN12,147968,A_24_P79040
CAPN12,147968,A_23_P16409
DPY19L3,147991,CUST_3581_PI416261804
DPY19L3,147991,CUST_99_PI416573500
DPY19L3,147991,CUST_103_PI416379584
TTC9B,148014,CUST_927_PI416573500
TTC9B,148014,CUST_958_PI416379584
ZNRF4,148066,CUST_5614_PI416261804
ZNRF4,148066,CUST_679_PI416408490
ZNRF4,148066,A_23_P374559
FAM187B,148109,A_32_P225415
FAM187B,148109,CUST_7629_PI416261804
CILP2,148113,CUST_10970_PI416261804
CILP2,148113,A_23_P377318
ZNF558,148156,CUST_1550_PI416261804
ZNF558,148156,A_23_P28015
CDC42EP5,148170,CUST_1176_PI416261804
CDC42EP5,148170,A_24_P44916
ZNF681,148213,A_32_P167904
ZNF681,148213,A_23_P375517
C19orf25,148223,A_24_P373885
C19orf25,148223,A_24_P878992
C19orf25,148223,A_23_P424597
ATP8B3,148229,CUST_7978_PI416261804
ATP8B3,148229,A_23_P79108
DIRAS1,148252,CUST_9688_PI416261804
DIRAS1,148252,A_23_P386942
ZNF555,148254,CUST_1521_PI416261804
ZNF555,148254,A_23_P16652
ZNF569,148266,CUST_1492_PI416261804
ZNF569,148266,A_23_P131128
ZNF570,148268,CUST_651_PI416261804
ZNF570,148268,A_23_P79145
C1orf74,148304,CUST_160_PI416261804
C1orf74,148304,A_23_P12147
CREB3L4,148327,CUST_1961_PI416261804
CREB3L4,148327,A_23_P63232
C1orf127,148345,CUST_12383_PI416261804
C1orf127,148345,A_32_P468341
BROX,148362,CUST_14818_PI416261804
BROX,148362,A_23_P359636
SAMD11,148398,A_24_P402510
PHF13,148479,A_32_P58425
CIART,148523,A_24_P114103
CIART,148523,A_23_P410717
TMEM56,148534,A_32_P19539
TMEM56,148534,CUST_6794_PI416261804
TMEM56,148534,A_23_P314805
SCFD2,152579,A_23_P92543
ZNF595,152687,A_23_P155939
FAM218A,152756,CUST_398_PI416261804
FAM218A,152756,A_32_P193583
JAKMIP1,152789,CUST_14918_PI416261804
JAKMIP1,152789,A_23_P144274
THAP6,152815,A_24_P268893
THAP6,152815,A_23_P328735
ODAPH,152816,CUST_34_PI416261804
ODAPH,152816,A_23_P386268
KLB,152831,A_23_P69531
KLB,152831,A_32_P33114
KLB,152831,A_23_P350617
PPM1K,152926,CUST_11159_PI416261804
PPM1K,152926,A_24_P214598
C4orf45,152940,CUST_6113_PI416261804
C4orf45,152940,A_23_P386964
TRMT44,152992,A_24_P320171
TRMT44,152992,A_23_P18590
RASGEF1B,153020,CUST_11153_PI416261804
RASGEF1B,153020,A_23_P331186
DAB2IP,153090,A_23_P123848
SLC38A9,153129,CUST_10601_PI416261804
SLC38A9,153129,A_32_P126311
SLC36A2,153201,CUST_13848_PI416261804
CREBRF,153222,CUST_5734_PI416261804
CREBRF,153222,A_23_P404606
CEP120,153241,A_24_P226210
CEP120,153241,A_24_P137602
CEP120,153241,A_23_P434929
SLC25A48,153328,CUST_10763_PI416261804
SLC25A48,153328,A_23_P424051
TMEM167A,153339,A_32_P81768
MBLAC2,153364,CUST_1259_PI416573500
MBLAC2,153364,CUST_1299_PI416379584
TMEM161B,153396,A_24_P354651
TMEM161B,153396,A_23_P156355
SRFBP1,153443,CUST_5652_PI416261804
SRFBP1,153443,A_23_P435002
PLEKHG4B,153478,A_32_P129269
PLEKHG4B,153478,A_23_P81640
ZMAT2,153527,A_24_P226248
ZMAT2,153527,A_23_P346302
ZMAT2,153527,A_23_P346301
MARVELD2,153562,A_23_P401675
C5orf38,153571,A_23_P331235
C5orf38,153571,CUST_483_PI416261804
BTNL9,153579,A_32_P187951
BTNL9,153579,A_23_P81280
ARSK,153642,A_23_P312536
ARSK,153642,CUST_4903_PI416261804
FAM81B,153643,CUST_5366_PI416261804
FAM81B,153643,A_23_P360354
TTC23L,153657,CUST_8252_PI416261804
TTC23L,153657,A_23_P390726
FAM71B,153745,A_24_P367507
FAM71B,153745,A_23_P41713
PRELID2,153768,A_23_P110585
PRELID2,153768,A_24_P346101
SH3RF2,153769,CUST_11267_PI416261804
SH3RF2,153769,A_24_P120537
RNF145,153830,CUST_4606_PI416261804
RNF145,153830,A_23_P167559
SNRNP48,154007,A_23_P306234
SNRNP48,154007,A_24_P46725
CNKSR3,154043,A_24_P66592
CNKSR3,154043,A_23_P134085
SAMD3,154075,CUST_11173_PI416261804
SAMD3,154075,A_23_P397937
SLC2A12,154091,A_23_P395001
HDGFL1,154150,CUST_69_PI416379584
HDGFL1,154150,CUST_65_PI416573500
PNLDC1,154197,CUST_2348_PI416261804
PNLDC1,154197,A_23_P323243
RNF217,154214,CUST_9955_PI416261804
RNF217,154214,A_23_P353005
CFAP206,154313,CUST_138_PI416261804
CFAP206,154313,A_23_P421054
LINC01600,154386,CUST_5276_PI416261804
LINC01600,154386,A_23_P308042
ABCA13,154664,CUST_12335_PI416261804
ABCA13,154664,A_23_P364324
BMT2,154743,A_24_P303647
BMT2,154743,A_24_P163590
FMC1,154791,CUST_9711_PI416261804
FMC1,154791,A_23_P82588
AMOT,154796,CUST_11710_PI416261804
AMOT,154796,A_24_P344961
VKORC1L1,154807,CUST_6927_PI416261804
VKORC1L1,154807,A_23_P413815
AMOTL1,154810,A_24_P401768
AMOTL1,154810,A_24_P329815
AMOTL1,154810,A_23_P138796
IQUB,154865,A_23_P349504
IQUB,154865,A_24_P203298
KCTD7,154881,A_23_P157380
KCTD7,154881,A_24_P329229
GIMAP8,155038,A_24_P132383
GIMAP8,155038,A_23_P168388
CRYGN,155051,A_23_P310439
CRYGN,155051,CUST_537_PI416261804
ZNF425,155054,CUST_1453_PI416261804
ZNF425,155054,A_24_P941166
ZNF746,155061,CUST_833_PI416261804
ZNF746,155061,A_24_P206344
SLC2A7,155184,CUST_525_PI416573500
SLC2A7,155184,CUST_537_PI416379584
METTL27,155368,CUST_9714_PI416261804
METTL27,155368,A_23_P381017
AGR3,155465,CUST_11563_PI416261804
AGR3,155465,A_23_P42811
PEBP4,157310,CUST_13969_PI416261804
PEBP4,157310,A_23_P157636
CDCA2,157313,A_24_P323434
CDCA2,157313,A_23_P385861
TMEM65,157378,CUST_602_PI416261804
TMEM65,157378,A_24_P256583
RFLNA,144347,A_32_P200697
ZNF664,144348,A_24_P232659
ZNF664,144348,A_23_P359655
ETFRF1,144363,CUST_292_PI416261804
ETFRF1,144363,A_24_P648176
CPNE8,144402,A_23_P87556
CPNE8,144402,A_24_P56240
WDR66,144406,A_24_P179504
WDR66,144406,A_23_P363275
GLT1D1,144423,CUST_6549_PI416261804
GLT1D1,144423,A_32_P19294
BEST3,144453,CUST_5315_PI416261804
BEST3,144453,A_23_P323801
E2F7,144455,CUST_13875_PI416261804
E2F7,144455,A_32_P210202
KRT80,144501,A_24_P349264
KRT80,144501,CUST_420_PI416408490
KRT80,144501,A_24_P331704
A2ML1,144568,CUST_13408_PI416261804
A2ML1,144568,A_23_P372962
C12orf66,144577,CUST_5922_PI416261804
C12orf66,144577,A_23_P370569
C12orf60,144608,CUST_446_PI416261804
C12orf60,144608,A_23_P364544
FBXL14,144699,CUST_9681_PI416261804
FBXL14,144699,A_23_P36724
RAD9B,144715,CUST_878_PI416573500
RAD9B,144715,CUST_907_PI416379584
PHETA1,144717,CUST_329_PI416261804
PHETA1,144717,A_24_P143076
FAM216B,144809,CUST_9730_PI416261804
FAM216B,144809,A_32_P332551
B3GLCT,145173,A_32_P85835
B3GLCT,145173,A_24_P832426
RDH12,145226,CUST_13728_PI416261804
RDH12,145226,A_23_P37088
GSC,145258,A_24_P232809
GSC,145258,A_23_P76774
SERPINA12,145264,CUST_9137_PI416261804
SERPINA12,145264,A_23_P88177
MIPOL1,145282,CUST_10377_PI416261804
MIPOL1,145282,A_23_P300867
PPP1R36,145376,CUST_114_PI416261804
PPP1R36,145376,A_23_P309973
SLC38A6,145389,CUST_608_PI416261804
SLC38A6,145389,A_23_P88309
ARMH4,145407,CUST_126_PI416261804
ARMH4,145407,A_24_P181295
RDH10,157506,A_24_P261032
RDH10,157506,A_23_P157695
RDH10,157506,A_32_P25050
ANKRD46,157567,CUST_1845_PI416261804
ANKRD46,157567,A_23_P94095
FBXO16,157574,CUST_1020_PI416261804
FBXO16,157574,A_23_P168847
LRATD2,157638,A_32_P437227
LRATD2,157638,A_24_P943709
LRATD2,157638,A_24_P329487
C8orf37,157657,A_23_P327907
C8orf37,157657,A_24_P237566
TDRP,157695,CUST_7608_PI416261804
TDRP,157695,A_23_P393686
ERICH1,157697,A_23_P368366
ERICH1,157697,A_32_P26969
SLC7A13,157724,CUST_1653_PI416261804
SLC7A13,157724,A_23_P336663
TDH,157739,A_24_P334845
TDH,157739,A_23_P337785
TMEM74,157753,CUST_5090_PI416261804
TMEM74,157753,A_23_P390139
FAM91A1,157769,A_24_P845072
CLVS1,157807,A_23_P8977
NKX6-3,157848,CUST_499_PI416379584
NKX6-3,157848,CUST_488_PI416573500
SBSPON,157869,A_24_P215069
SBSPON,157869,A_23_P170649
CAMSAP1,157922,A_24_P175460
CAMSAP1,157922,A_32_P742404
CAMSAP1,157922,A_23_P32054
DOCK8-AS1,157983,CUST_5790_PI416261804
DOCK8-AS1,157983,A_32_P115220
LINC00032,158035,A_24_P15712
LINC00032,158035,CUST_4317_PI416261804
LINGO2,158038,CUST_13982_PI416261804
LINGO2,158038,A_23_P157926
NXNL2,158046,CUST_6261_PI416261804
NXNL2,158046,A_23_P418464
C9orf163,158055,CUST_370_PI416261804
C9orf163,158055,A_23_P331092
MAMDC4,158056,CUST_916_PI416261804
MAMDC4,158056,A_23_P71790
LCN6,158062,CUST_1680_PI416261804
LCN6,158062,A_23_P83184
AK8,158067,CUST_13865_PI416261804
AK8,158067,A_23_P83200
OR1Q1,158131,A_24_P283591
OR1Q1,158131,CUST_1905_PI416261804
TTLL11,158135,A_23_P333852
TTLL11,158135,CUST_8428_PI416261804
RASEF,158158,CUST_5969_PI416261804
RASEF,158158,A_32_P231568
TTC39B,158219,CUST_9983_PI416261804
TTC39B,158219,A_23_P390097
TRMT10B,158234,CUST_5182_PI416261804
TRMT10B,158234,A_23_P400459
TTC16,158248,CUST_698_PI416261804
TTC16,158248,A_23_P375419
FAM120AOS,158293,CUST_327_PI416261804
FAM120AOS,158293,A_24_P832156
SAXO1,158297,CUST_462_PI416573500
SAXO1,158297,CUST_472_PI416379584
SAXO1,158297,A_23_P344578
FREM1,158326,CUST_2346_PI416261804
FREM1,158326,A_23_P43337
TSTD2,158427,A_24_P295330
TSTD2,158427,A_23_P112289
TSTD2,158427,A_24_P60972
ZNF782,158431,CUST_1027_PI416573500
ZNF782,158431,CUST_1059_PI416379584
CBLL2,158506,A_23_P431912
CBLL2,158506,A_24_P31875
CSAG1,158511,CUST_428_PI416261804
CSAG1,158511,CUST_5121_PI416261804
CSAG1,158511,A_24_P11061
FMR1NB,158521,CUST_12660_PI416261804
FMR1NB,158521,A_32_P99019
FAAH2,158584,CUST_10551_PI416261804
FAAH2,158584,A_23_P113471
ZXDB,158586,A_23_P502627
ZXDB,158586,CUST_1283_PI416261804
ZXDB,158586,CUST_1813_PI416261804
FAM47A,158724,A_32_P426044
FAM47A,158724,CUST_10518_PI416261804
MOSPD2,158747,A_24_P126093
MOSPD2,158747,A_23_P406986
ARHGAP36,158763,CUST_10213_PI416261804
ARHGAP36,158763,A_23_P72968
RIBC1,158787,A_23_P355510
AKAP14,158798,CUST_458_PI416261804
RHOXF1,158800,A_23_P85082
RHOXF1,158800,CUST_4986_PI416261804
MAGEB6,158809,CUST_12354_PI416261804
ZNF519,162655,CUST_8515_PI416261804
ZNF519,162655,A_23_P328766
C18orf54,162681,A_23_P300797
C18orf54,162681,A_32_P205350
C18orf54,162681,A_32_P162374
ZNF610,162963,CUST_1927_PI416261804
ZNF600,162966,A_24_P178602
ZNF600,162966,A_23_P16006
ZNF497,162968,A_24_P721699
ZNF296,162979,CUST_15897_PI416261804
ZNF296,162979,A_23_P16058
DEDD2,162989,CUST_1635_PI416261804
DEDD2,162989,A_24_P207479
ZNF579,163033,CUST_6_PI416383280
ZNF579,163033,A_24_P293089
ZNF791,163049,A_24_P382401
ZNF791,163049,A_23_P50418
ZNF564,163050,A_24_P14328
ZNF564,163050,A_23_P55880
ZNF709,163051,A_24_P91405
ZNF709,163051,A_24_P365322
ZNF114,163071,CUST_721_PI416261804
ZNF114,163071,A_23_P368779
ZNF567,163081,CUST_2171_PI416261804
ZNF567,163081,A_23_P354894
ZNF383,163087,CUST_1310_PI416261804
ZNF383,163087,A_23_P319013
ZNF781,163115,A_24_P178224
ZNF781,163115,A_23_P419786
EID2,163126,CUST_5432_PI416261804
EID2,163126,A_23_P365844
PRR22,163154,CUST_6553_PI416261804
PRR22,163154,A_23_P372988
PRR22,163154,CUST_6554_PI416261804
ZNF676,163223,CUST_73_PI417507815
ZNF676,163223,A_24_P205036
ZNF100,163227,A_24_P151325
ZNF540,163255,CUST_10537_PI416261804
ZNF540,163255,A_23_P90542
DENND2C,163259,A_24_P247006
DENND2C,163259,A_24_P6467
GBP6,163351,CUST_8717_PI416261804
DENND1B,163486,CUST_9233_PI416261804
TDRD5,163589,CUST_5853_PI416261804
TDRD5,163589,A_32_P536872
TOR1AIP2,163590,CUST_1551_PI416261804
TOR1AIP2,163590,A_23_P336644
CALML6,163688,CUST_1531_PI416261804
CALML6,163688,A_23_P62588
IFNLR1,163702,A_24_P19677
IFNLR1,163702,A_23_P74112
CITED4,163732,A_23_P306804
CITED4,163732,A_32_P209230
SPRR4,163778,CUST_5_PI416383280
SPRR4,163778,A_23_P422018
KANK4,163782,A_32_P124655
KANK4,163782,A_32_P51237
SASS6,163786,CUST_4915_PI416261804
SASS6,163786,A_24_P349151
SDE2,163859,CUST_5453_PI416261804
SDE2,163859,A_32_P64475
CNST,163882,A_23_P405175
FAM43B,163933,A_24_P76313
FAM43B,163933,A_32_P125338
PAQR7,164091,A_32_P538180
PAQR7,164091,A_23_P410159
CCDC185,164127,CUST_11894_PI416261804
CCDC185,164127,A_23_P369344
UBL4B,164153,A_32_P112910
UBL4B,164153,CUST_1501_PI416261804
WFDC13,164237,CUST_131_PI416261804
WFDC13,164237,A_24_P250507
APCDD1L,164284,CUST_153_PI416261804
APCDD1L,164284,A_32_P300427
LRRN4,164312,CUST_5647_PI416261804
LRRN4,164312,A_23_P351913
CST13P,164380,CUST_15360_PI416261804
CST13P,164380,A_24_P194670
CCDC116,164592,CUST_33_PI416261804
CCDC116,164592,A_23_P342108
CABP7,164633,CUST_1336_PI416573500
CABP7,164633,CUST_1378_PI416379584
CABP7,164633,A_24_P177236
APOBEC3H,164668,CUST_10931_PI416261804
APOBEC3H,164668,A_32_P347617
WBP2NL,164684,CUST_11889_PI416261804
WBP2NL,164684,A_23_P410128
DAW1,164781,CUST_11169_PI416261804
DAW1,164781,A_23_P28466
LONRF2,164832,A_32_P190303
LONRF2,164832,CUST_13827_PI416261804
CCDC138,165055,CUST_1621_PI416261804
CCDC138,165055,A_23_P311144
TEX44,165100,A_23_P324419
TEX44,165100,CUST_316_PI416261804
OXER1,165140,A_23_P336034
OXER1,165140,CUST_1022_PI416261804
TOGARAM2,165186,A_24_P595717
TOGARAM2,165186,A_24_P929367
FAM171B,165215,A_32_P202759
FAM171B,165215,A_23_P423427
C1QL2,165257,CUST_5160_PI416261804
C1QL2,165257,A_23_P50928
UBXN2A,165324,CUST_6181_PI416261804
UBXN2A,165324,A_23_P131240
CLEC4F,165530,CUST_12421_PI416261804
CLEC4F,165530,A_23_P380990
DQX1,165545,A_24_P68814
DQX1,165545,A_23_P56659
PARP15,165631,CUST_8117_PI416261804
DNAJB8,165721,CUST_5001_PI416261804
DNAJB8,165721,A_23_P121413
GPR156,165829,CUST_4821_PI416261804
GPR156,165829,A_23_P92275
XIRP1,165904,CUST_15017_PI416261804
XIRP1,165904,A_32_P345659
RNF168,165918,CUST_12585_PI416261804
RNF168,165918,A_23_P416112
CHST13,166012,CUST_14802_PI416261804
NBPF4,148545,A_23_P146417
NBPF4,148545,A_24_P12904
NBPF4,148545,A_32_P10116
UBE2U,148581,CUST_8055_PI416261804
UBE2U,148581,A_23_P379657
SLC35F3,148641,CUST_1836_PI416261804
SLC35F3,148641,A_23_P422212
HJV,148738,CUST_14051_PI416261804
ANKRD35,148741,CUST_253_PI416261804
ANKRD35,148741,A_23_P325690
FAM163A,148753,CUST_5705_PI416261804
FAM163A,148753,A_24_P190873
B3GALNT2,148789,CUST_5627_PI416261804
ZNF362,149076,A_23_P137543
DCST1,149095,CUST_9441_PI416261804
CNIH3,149111,CUST_2359_PI416261804
CNIH3,149111,A_23_P384044
MANEAL,149175,CUST_627_PI416261804
IL23R,149233,CUST_16705_PI416261804
IL23R,149233,A_23_P425197
SHISA4,149345,CUST_5907_PI416261804
SHISA4,149345,A_23_P115573
LOC149351,149351,A_23_P350754
LOC149351,149351,CUST_3620_PI416261804
LOC149351,149351,CUST_3640_PI416261804
LOC149351,149351,A_24_P401294
LOC149351,149351,CUST_4175_PI416261804
EXOC8,149371,A_23_P430161
EXOC8,149371,A_32_P233314
CLDN19,149461,CUST_5045_PI416261804
CLDN19,149461,CUST_8408_PI416261804
CLDN19,149461,A_23_P379054
CFAP57,149465,A_32_P226468
CFAP57,149465,A_23_P319549
CFAP57,149465,A_23_P319543
C1orf210,149466,CUST_378_PI416261804
C1orf210,149466,A_32_P42946
CCDC24,149473,A_24_P379353
CCDC24,149473,A_24_P310864
LRRC71,149499,CUST_804_PI416261804
LRRC71,149499,A_23_P374919
SRARP,149563,A_23_P376172
SRARP,149563,A_32_P232455
RNF187,149603,A_24_P314681
RNF187,149603,CUST_3553_PI416261804
FAM71A,149647,CUST_218_PI416261804
FAM71A,149647,A_23_P354288
WFDC5,149708,A_23_P402331
WFDC5,149708,A_23_P218669
SHLD1,149840,CUST_45_PI416261804
SHLD1,149840,A_23_P401709
COMMD7,149951,A_32_P141724
COMMD7,149951,A_23_P420428
BPIFB4,149954,CUST_10694_PI416261804
BPIFB4,149954,A_23_P80027
LSM14B,149986,A_23_P362719
LSM14B,149986,A_24_P921222
LSM14B,149986,A_23_P323783
LCA5L,150082,CUST_574_PI416261804
LCA5L,150082,A_32_P48466
SIK1,150094,A_24_P237231
SIK1,150094,A_23_P132115
SIK1,150094,A_23_P132121
SLC9B1,150159,A_23_P415611
CCT8L2,150160,CUST_6983_PI416261804
CCT8L2,150160,CUST_956_PI416261804
CCT8L2,150160,A_23_P29110
XKR3,150165,CUST_5184_PI416261804
XKR3,150165,A_23_P420431
C22orf15,150248,A_32_P142702
C22orf15,150248,A_32_P142700
HSCB,150274,CUST_9498_PI416261804
HSCB,150274,A_23_P40588
CCDC117,150275,A_24_P23190
CCDC117,150275,A_23_P432034
HORMAD2,150280,CUST_259_PI416261804
HORMAD2,150280,A_23_P428366
DUSP18,150290,A_23_P143650
DUSP18,150290,A_24_P83118
ENTHD1,150350,CUST_43_PI416261804
ENTHD1,150350,A_23_P410115
DNAJB7,150353,CUST_10580_PI416261804
DNAJB7,150353,A_23_P351168
NFAM1,150372,CUST_6225_PI416261804
NFAM1,150372,A_23_P17911
PNPLA5,150379,CUST_16063_PI416261804
PNPLA5,150379,A_23_P377312
CDPF1,150383,A_24_P478726
TTL,150465,A_23_P361482
TTL,150465,A_24_P359838
TTL,150465,A_23_P131502
CKAP2L,150468,CUST_6824_PI416261804
CKAP2L,150468,A_23_P388812
TEKT4,150483,CUST_1909_PI416261804
TEKT4,150483,A_32_P231179
TEKT4,150483,CUST_4578_PI416261804
SMYD1,150572,CUST_12802_PI416261804
SMYD1,150572,A_24_P319892
C2orf15,150590,CUST_92_PI416261804
C2orf15,150590,A_23_P415511
OTOS,150677,CUST_6920_PI416261804
OTOS,150677,A_23_P90997
COPS9,150678,A_23_P377212
OR6B3,150681,CUST_359_PI416573500
OR6B3,150681,CUST_562_PI416573500
OR6B3,150681,CUST_578_PI416379584
COMMD1,150684,A_32_P131562
COMMD1,150684,A_23_P389525
PROM2,150696,CUST_11446_PI416261804
PROM2,150696,A_23_P154358
TTC30B,150737,CUST_5249_PI416261804
TTC30B,150737,A_23_P408913
GPAT2,150763,A_24_P712271
GPAT2,150763,A_23_P68240
ITPRIPL1,150771,A_32_P525524
ITPRIPL1,150771,CUST_6473_PI416261804
FAM117B,150864,A_32_P195401
FAM117B,150864,A_32_P378278
PUS10,150962,A_23_P412029
PUS10,150962,A_23_P373687
KANSL1L,151050,A_24_P32342
KANSL1L,151050,A_23_P400373
ZSWIM2,151112,CUST_1522_PI416261804
ZSWIM2,151112,A_32_P437041
ZNF385B,151126,A_32_P196438
KLHL23,151230,A_23_P165414
KLHL23,151230,A_23_P165408
C2CD6,151254,CUST_1978_PI416261804
C2CD6,151254,A_23_P328642
SLC38A11,151258,CUST_2405_PI416261804
SLC38A11,151258,A_23_P56494
CCDC140,151278,CUST_5593_PI416261804
CCDC140,151278,A_23_P429478
SLC23A3,151295,CUST_11329_PI416261804
FAHD2B,151313,CUST_1882_PI416261804
FAHD2B,151313,A_32_P81357
FAHD2B,151313,CUST_7339_PI416261804
LRATD1,151354,A_23_P306215
LRATD1,151354,A_23_P306211
RMDN2,151393,CUST_8458_PI416261804
RMDN2,151393,A_24_P131392
GDF7,151449,CUST_654_PI416573500
GDF7,151449,CUST_677_PI416379584
SLC16A14,151473,A_23_P131394
SLC16A14,151473,A_24_P342829
